customer_id,country,gender,age,tenure,balance,products_number,has_cr_card,is_active,estimated_salary,actual_churn,churn_probability,risk_tier
15808044,France,Female,65,9,106804.26,3,Yes,No,107890.69,Yes,0.9804,High
15665283,France,Female,57,7,72092.95,4,No,Yes,113228.82,Yes,0.9802,High
15753332,Germany,Male,48,8,128140.17,1,Yes,No,175753.55,Yes,0.9793,High
15704442,France,Female,53,9,169406.33,4,Yes,Yes,147311.47,Yes,0.9785,High
15779176,Germany,Female,58,3,108888.24,3,No,Yes,135875.51,Yes,0.978,High
15718893,Germany,Female,54,4,125456.07,1,Yes,No,83715.66,Yes,0.978,High
15759067,Germany,Female,37,7,158411.95,4,Yes,Yes,117690.58,Yes,0.9773,High
15610446,France,Female,51,4,88308.87,3,No,No,5862.53,Yes,0.9771,High
15624180,Germany,Female,37,10,134171.8,4,Yes,Yes,70927.11,Yes,0.9767,High
15731815,Spain,Male,63,4,96134.11,3,Yes,No,108732.96,Yes,0.9762,High
15622033,Germany,Female,41,3,101543.51,4,Yes,No,16025.17,Yes,0.9762,High
15647725,France,Female,61,5,62055.17,3,Yes,No,166305.16,Yes,0.9759,High
15701439,Spain,Female,50,1,0,4,Yes,No,88566.9,Yes,0.9758,High
15787255,Germany,Female,55,2,140891.46,3,Yes,Yes,179834.45,Yes,0.9754,High
15651052,Germany,Male,46,2,127655.22,1,Yes,No,139994.68,Yes,0.9752,High
15592583,France,Female,47,1,115414.19,3,No,No,191734.67,Yes,0.9737,High
15739972,Germany,Female,45,9,152367.21,3,Yes,No,150835.21,Yes,0.9732,High
15679770,France,Female,61,3,131583.59,4,No,Yes,66238.23,Yes,0.973,High
15602735,Germany,Male,45,6,152296.83,4,No,Yes,108040.86,Yes,0.9727,High
15734762,France,Female,56,3,115895.22,3,Yes,No,4176.17,Yes,0.9723,High
15625761,Germany,Male,41,8,127205.32,4,Yes,No,93874.87,Yes,0.9722,High
15788776,Germany,Male,49,6,132623.76,3,Yes,No,36292.94,Yes,0.9721,High
15727619,Germany,Female,46,9,113909.69,3,Yes,No,92320.37,Yes,0.9709,High
15664754,Germany,Male,39,9,131607.28,4,No,Yes,6981.43,Yes,0.9707,High
15692750,Germany,Female,45,7,129818.39,3,Yes,No,9217.55,Yes,0.9703,High
15783019,France,Female,62,9,123681.32,3,Yes,No,173586.63,Yes,0.9703,High
15648681,France,Female,47,5,139914.6,4,No,Yes,129964.56,Yes,0.9703,High
15765173,France,Female,60,3,0,1,No,No,113796.15,Yes,0.9695,High
15757408,Spain,Male,38,3,250898.09,3,No,Yes,81054,Yes,0.9693,High
15647898,Spain,Female,50,5,130554.51,3,Yes,No,184758.17,Yes,0.9693,High
15621550,Spain,Female,50,1,140292.58,3,No,No,69531.22,Yes,0.9688,High
15610383,France,Female,46,1,46870.43,4,Yes,No,31272.14,Yes,0.9675,High
15641675,France,Female,49,2,88915.37,3,No,No,161435.02,Yes,0.9672,High
15655082,France,Female,48,4,112070.86,3,Yes,No,173568.3,Yes,0.9672,High
15593976,Germany,Female,31,5,102088.68,4,No,No,187866.21,Yes,0.9668,High
15808674,Germany,Female,45,6,128352.59,3,Yes,Yes,144000.59,Yes,0.9667,High
15605826,Germany,Male,46,10,121063.8,3,Yes,No,151481.86,Yes,0.9664,High
15588955,Germany,Female,43,5,93259.57,3,Yes,No,141035.65,Yes,0.9657,High
15791780,Germany,Female,48,10,104478.12,3,No,Yes,158248.71,Yes,0.9623,High
15778975,Germany,Female,70,1,96947.58,3,Yes,No,62282.99,Yes,0.9621,High
15775761,Germany,Female,69,5,86038.21,3,No,No,192743.06,Yes,0.9619,High
15796115,Germany,Female,40,4,78119.59,4,Yes,No,119259.34,Yes,0.9616,High
15764866,Germany,Female,43,3,116220.5,3,Yes,No,55803.96,Yes,0.9614,High
15568819,Germany,Female,42,8,132796.04,3,Yes,Yes,191821.35,Yes,0.9611,High
15796764,Germany,Female,56,3,127585.98,3,Yes,Yes,80593.49,Yes,0.9607,High
15788068,Germany,Male,45,10,144677.19,3,Yes,No,22512.44,Yes,0.9606,High
15656822,Germany,Male,43,5,87612.64,4,Yes,Yes,107155.4,Yes,0.9601,High
15582129,France,Male,62,1,43772.66,3,Yes,No,187756.24,Yes,0.9601,High
15794142,Germany,Female,62,5,114931.35,3,No,Yes,18260.98,Yes,0.9598,High
15711446,Spain,Female,51,3,0,3,Yes,No,75084.96,Yes,0.9598,High
15746333,France,Female,57,3,0,3,Yes,No,6554.97,Yes,0.9582,High
15812210,Germany,Female,32,8,111537.23,4,Yes,Yes,9497.99,Yes,0.956,High
15775318,Spain,Female,51,3,154962.99,3,No,Yes,191932.27,Yes,0.9544,High
15723318,France,Female,55,0,0,3,No,No,60810.64,Yes,0.9543,High
15595324,Germany,Female,39,5,117833.3,3,No,No,5831,Yes,0.952,High
15736510,Spain,Female,57,2,0,3,Yes,No,66652.75,Yes,0.952,High
15590201,Spain,Female,50,5,0,4,Yes,Yes,83866.35,Yes,0.952,High
15633194,France,Female,41,10,108309,4,Yes,Yes,137510.41,Yes,0.9514,High
15568006,France,Female,45,2,0,4,Yes,No,101039.53,Yes,0.9513,High
15634974,France,Female,37,8,75150.34,4,No,Yes,131766.67,Yes,0.9509,High
15655123,Spain,Female,45,9,131355.3,3,Yes,No,195395.33,Yes,0.95,High
15750335,Germany,Male,43,0,108508.82,3,Yes,No,184044.8,Yes,0.9497,High
15787907,Germany,Female,42,5,137227.04,3,Yes,No,149097.38,Yes,0.9487,High
15753337,France,Male,51,5,0,3,Yes,No,189122.89,Yes,0.9486,High
15576824,Germany,Female,44,3,111760.4,3,Yes,Yes,104722.47,Yes,0.9486,High
15612478,France,Male,51,10,0,3,Yes,No,171045.35,Yes,0.9486,High
15800061,Spain,Female,45,3,89158.94,3,Yes,No,135169.76,Yes,0.9481,High
15666297,Spain,Female,53,3,0,3,No,No,88479.02,Yes,0.948,High
15646720,Spain,Female,55,7,0,3,Yes,No,85890.75,Yes,0.9477,High
15594408,Spain,Female,48,2,213146.2,1,Yes,No,75161.25,Yes,0.9463,High
15803538,Spain,Male,56,1,0,3,Yes,No,187734.49,Yes,0.9455,High
15724161,France,Female,40,9,137285.26,4,Yes,No,77063.63,Yes,0.9449,High
15603554,France,Female,45,0,164649.52,3,Yes,No,49915.52,Yes,0.9447,High
15724076,Spain,Female,57,5,0,3,No,No,38941.44,Yes,0.944,High
15684801,France,Male,47,1,93871.95,3,Yes,No,156878.42,Yes,0.9435,High
15752294,France,Female,38,9,135979.01,4,Yes,Yes,76582.95,Yes,0.9415,High
15683416,Germany,Male,51,8,97750.07,3,Yes,Yes,193014.26,Yes,0.9414,High
15811588,Spain,Female,53,7,187602.18,1,Yes,No,186392.99,Yes,0.9412,High
15593425,Spain,Female,54,1,187997.15,1,No,No,111442.71,Yes,0.9407,High
15681007,France,Female,35,2,128548.49,4,Yes,No,75478.95,Yes,0.9387,High
15792473,Germany,Female,50,5,88379.81,3,No,Yes,64157.24,Yes,0.9386,High
15720929,France,Female,47,8,62094.71,3,No,No,9308.1,Yes,0.9384,High
15693205,Germany,Female,41,8,109153.96,3,Yes,Yes,148848.76,Yes,0.9376,High
15609070,Germany,Male,45,7,120961.5,3,Yes,Yes,39288.11,Yes,0.9363,High
15624820,Spain,Male,56,7,50911.21,3,No,No,97629.31,Yes,0.9358,High
15779947,Spain,Female,28,6,146098.43,3,Yes,No,100615.14,Yes,0.9315,High
15639946,Germany,Female,39,8,162532.14,3,Yes,No,36051.46,Yes,0.9313,High
15583456,Germany,Male,45,10,117231.63,3,Yes,Yes,122381.02,Yes,0.9298,High
15795759,Germany,Female,52,1,107906.75,1,Yes,No,168886.39,Yes,0.9291,High
15799966,Germany,Female,59,9,101609.77,1,No,No,161479.19,Yes,0.9287,High
15813168,Germany,Female,39,3,100717.85,3,Yes,Yes,73406.04,Yes,0.9276,High
15617482,Germany,Female,52,1,131441.51,1,Yes,No,37240.11,Yes,0.9274,High
15797960,Germany,Female,59,0,135296.33,1,Yes,No,182822.5,No,0.9271,High
15711843,Germany,Male,40,1,147856.82,3,No,No,107961.11,Yes,0.9254,High
15605279,France,Male,50,9,0,4,Yes,Yes,194700.81,Yes,0.9246,High
15659931,Germany,Female,55,1,123378.2,1,Yes,No,81431.99,Yes,0.9244,High
15658969,France,Male,51,7,0,3,Yes,No,38409.79,Yes,0.924,High
15573628,Germany,Female,51,7,148074.79,1,Yes,No,146411.41,Yes,0.924,High
15686835,Germany,Female,57,9,148384.64,1,No,No,155047.11,Yes,0.924,High
15645847,Germany,Male,35,2,109196.66,3,Yes,No,109393.19,Yes,0.9224,High
15616213,Germany,Female,51,9,138214.5,1,Yes,No,198715.27,Yes,0.9223,High
15639357,France,Male,46,9,134950.19,3,No,No,178587.36,Yes,0.9222,High
15784958,France,Female,55,10,0,4,Yes,Yes,49418.87,Yes,0.9218,High
15653937,Germany,Female,53,1,123916.67,1,Yes,No,16657.68,Yes,0.9217,High
15611767,Germany,Female,52,0,133723.43,1,No,No,4859.59,Yes,0.9217,High
15602797,Spain,Female,49,5,110132.55,3,No,Yes,187689.91,Yes,0.9212,High
15721460,France,Male,60,8,185648.56,1,No,No,192156.54,Yes,0.9211,High
15796230,Germany,Female,36,2,124495.98,3,Yes,Yes,57904.22,Yes,0.9198,High
15810418,Germany,Female,60,3,115924.89,1,Yes,No,93524.19,Yes,0.9196,High
15609998,Germany,Female,59,5,137648.41,1,Yes,No,142977.05,Yes,0.919,High
15753174,Germany,Male,37,9,139592.98,3,Yes,No,104152.65,Yes,0.9184,High
15636977,Germany,Male,36,9,118214.32,3,Yes,No,119110.03,Yes,0.9184,High
15636089,Germany,Female,51,1,145751.03,1,No,No,109718.44,Yes,0.9183,High
15603942,Germany,Male,50,3,81290.02,3,No,Yes,177747.03,Yes,0.9183,High
15596013,Germany,Female,58,1,143212.22,1,No,No,102628.56,Yes,0.9183,High
15663164,Germany,Male,49,7,116150.65,3,Yes,Yes,84358.71,Yes,0.918,High
15768471,Germany,Female,54,6,108755,1,Yes,No,40914.32,Yes,0.9171,High
15673591,France,Male,44,3,141252.18,4,No,Yes,128521.16,Yes,0.9169,High
15792305,Germany,Male,46,6,123571.77,3,No,Yes,57014.17,Yes,0.9162,High
15815271,Germany,Male,43,6,165048.5,3,Yes,No,16929.41,Yes,0.9162,High
15642821,Spain,Female,48,8,95808.19,1,No,No,137702.01,Yes,0.9149,High
15606641,Germany,Male,56,10,100260.88,3,Yes,Yes,77142.42,Yes,0.9146,High
15586585,Germany,Female,51,2,111018.98,1,Yes,No,86410.28,No,0.9144,High
15805260,Germany,Female,56,2,143249.67,1,Yes,No,88428.41,Yes,0.9144,High
15811762,Germany,Female,54,6,115988.86,1,Yes,No,57553.98,Yes,0.9138,High
15712551,Germany,Female,58,7,116922.25,1,Yes,No,120415.61,Yes,0.9138,High
15593782,Germany,Female,38,5,130878.75,3,Yes,No,71905.77,Yes,0.9137,High
15759436,France,Female,50,2,95813.76,3,Yes,Yes,67944.09,Yes,0.9129,High
15668248,Germany,Female,62,7,133201.17,1,No,No,168507.68,Yes,0.9127,High
15638610,Germany,Female,65,5,117325.54,1,Yes,No,155799.86,Yes,0.9127,High
15669411,Germany,Female,52,6,107467.56,1,Yes,No,126233.18,Yes,0.9126,High
15715622,France,Female,57,3,238387.56,1,No,Yes,147964.99,Yes,0.9123,High
15807120,Germany,Female,52,3,112383.03,1,Yes,No,85516.37,Yes,0.912,High
15776233,Germany,Female,61,8,125397.21,1,Yes,No,182184.09,Yes,0.9115,High
15806688,Spain,Female,56,8,123110.9,3,No,Yes,130113.78,Yes,0.9114,High
15645200,Germany,Female,54,2,152508.99,1,Yes,No,187597.98,Yes,0.9111,High
15741988,Germany,Female,52,8,125396.24,1,Yes,No,10014.72,Yes,0.9107,High
15747757,Germany,Female,58,8,118723.11,1,No,No,6209.51,Yes,0.9107,High
15691504,Germany,Female,52,8,124099.13,1,No,No,23904.52,No,0.9107,High
15663161,Germany,Female,51,5,143139.87,1,No,No,47795.43,Yes,0.9105,High
15625092,Germany,Female,57,3,101465.31,1,Yes,No,43568.31,Yes,0.9093,High
15690546,France,Female,42,2,0,4,No,No,111097.39,Yes,0.9087,High
15732438,France,Male,43,4,0,4,No,No,18522.91,Yes,0.9087,High
15750545,France,Male,44,5,0,4,No,No,117572.59,Yes,0.9081,High
15651674,Spain,Female,54,2,0,1,No,No,191763.07,Yes,0.9077,High
15761294,Germany,Female,56,8,137464.04,1,Yes,No,130846.79,Yes,0.9069,High
15657468,Germany,Female,53,5,123805.03,1,Yes,No,102428.51,No,0.9069,High
15804586,France,Female,46,6,0,1,Yes,No,157333.69,Yes,0.9065,High
15712813,Germany,Male,43,3,150805.17,3,No,Yes,25333.03,Yes,0.906,High
15605534,Germany,Female,51,4,95560.04,1,No,No,72628.84,Yes,0.9058,High
15740442,France,Male,51,8,186825.57,1,Yes,No,93739.71,Yes,0.9058,High
15603135,Germany,Female,59,3,95727.05,1,No,No,97939.4,Yes,0.9058,High
15782688,Germany,Male,56,0,148507.24,1,Yes,No,46824.08,Yes,0.905,High
15695339,Germany,Male,53,0,109172.88,1,Yes,No,54676.1,Yes,0.905,High
15813946,Germany,Male,51,1,104682.83,1,Yes,No,55266.96,Yes,0.905,High
15771728,Germany,Male,41,7,104405.54,3,Yes,No,17384.21,No,0.9049,High
15689886,Germany,Male,39,10,132287.92,3,Yes,Yes,51467.92,Yes,0.9044,High
15706458,Germany,Male,39,5,115730.71,3,Yes,Yes,185599.34,Yes,0.9028,High
15593795,Germany,Female,53,1,156674.2,1,Yes,No,118502.34,Yes,0.9026,High
15771668,France,Male,59,10,185966.64,1,No,No,9445.42,Yes,0.9024,High
15647838,Germany,Female,51,2,116574.84,1,Yes,No,4121.04,Yes,0.9017,High
15767264,Germany,Male,53,1,117438.17,1,No,No,74898.8,Yes,0.9012,High
15677336,Germany,Male,57,1,120043.13,1,Yes,No,132370.75,Yes,0.9012,High
15625426,Germany,Female,55,3,161608.81,1,Yes,No,8080.85,Yes,0.9004,High
15716609,Germany,Male,54,3,134388.11,1,No,No,49954.79,Yes,0.9004,High
15648455,Germany,Male,51,4,131156.76,1,Yes,No,29883.63,No,0.9004,High
15691513,France,Male,60,9,0,4,Yes,Yes,13614.01,Yes,0.9003,High
15572182,Germany,Female,33,3,106506.77,3,Yes,No,45445.78,Yes,0.8985,High
15801559,Germany,Female,41,9,181461.48,3,Yes,Yes,187929.43,Yes,0.8983,High
15685372,Spain,Male,54,1,152677.48,1,Yes,Yes,191973.49,Yes,0.8983,High
15700487,France,Male,46,6,118022.06,3,Yes,No,162643.15,Yes,0.898,High
15794941,Germany,Female,41,1,85906.65,3,Yes,No,189159.97,No,0.8979,High
15737452,Germany,Male,58,1,132602.88,1,Yes,No,5097.67,Yes,0.8977,High
15623107,Spain,Male,45,3,74274.87,3,Yes,No,64907.48,Yes,0.8974,High
15702571,Germany,Female,35,1,151958.19,3,Yes,Yes,131238.37,Yes,0.8966,High
15647008,Germany,Male,54,3,116726.22,1,Yes,No,110498.1,Yes,0.8965,High
15661275,Germany,Male,52,3,110791.97,1,Yes,No,148704.77,Yes,0.8965,High
15642391,Germany,Male,51,4,109978.83,1,No,No,177740.58,Yes,0.8965,High
15774358,Germany,Male,59,4,110939.3,1,Yes,No,72846.58,Yes,0.8965,High
15720559,Germany,Female,61,5,110368.03,1,No,No,11384.45,Yes,0.8962,High
15638882,Germany,Female,62,9,148214.36,1,Yes,No,48571.14,Yes,0.8959,High
15743293,Germany,Female,35,1,163700.78,3,Yes,Yes,29583.48,Yes,0.8957,High
15596870,Germany,Male,54,3,144768.94,1,Yes,No,93336.3,Yes,0.8951,High
15614168,Germany,Female,50,4,146710.76,1,Yes,No,16528.4,Yes,0.8949,High
15764431,Spain,Female,34,5,130929.02,4,Yes,Yes,28238.25,Yes,0.8947,High
15784761,Spain,Female,46,7,87603.35,3,No,Yes,96929.24,Yes,0.8946,High
15743817,Germany,Male,40,8,174126.75,3,Yes,No,172490.78,Yes,0.8941,High
15749583,Germany,Female,38,2,93569.86,3,No,No,10137.34,Yes,0.8935,High
15791102,Germany,Male,41,9,95020.8,3,Yes,Yes,131710.59,Yes,0.8933,High
15750156,Germany,Male,59,2,104568.41,1,Yes,No,8059.44,Yes,0.8929,High
15651883,Germany,Female,55,6,115796.7,1,Yes,No,160526.36,Yes,0.8925,High
15724858,France,Female,54,9,0,1,Yes,No,191212.63,Yes,0.8919,High
15786196,France,Female,44,3,105770.7,3,Yes,No,60533.96,Yes,0.8913,High
15815490,Germany,Male,40,2,164948.98,3,No,No,177028,Yes,0.8912,High
15672056,Germany,Male,43,2,140080.32,3,Yes,Yes,157908.19,Yes,0.8903,High
15676895,Germany,Female,39,6,74596.15,3,Yes,Yes,85746.52,Yes,0.8899,High
15658716,Germany,Female,37,5,92171.35,3,Yes,No,178106.34,Yes,0.8899,High
15664001,Germany,Female,53,8,95231.91,1,No,No,70140.8,Yes,0.8896,High
15739592,Germany,Female,51,10,98438.23,1,No,No,70778.63,Yes,0.8896,High
15793688,France,Male,50,9,201009.64,1,Yes,No,158032.5,Yes,0.8896,High
15728963,Germany,Female,51,10,167273.71,1,No,No,93439.75,Yes,0.8892,High
15698732,Germany,Male,51,3,104677.09,1,Yes,No,74265.38,No,0.8881,High
15766575,Germany,Female,62,8,140745.33,1,Yes,No,193437.89,Yes,0.8865,High
15625824,Spain,Male,30,6,121345.88,4,Yes,No,41921.75,Yes,0.8863,High
15694444,Germany,Female,32,8,157138.99,3,Yes,No,190994.48,Yes,0.886,High
15574068,Germany,Male,56,9,104217.3,1,No,No,55857.48,Yes,0.8856,High
15603851,France,Male,32,7,127785.17,4,No,No,184464.7,Yes,0.8856,High
15812241,Germany,Male,59,7,127197.14,1,Yes,No,51565.98,Yes,0.8856,High
15651264,Germany,Male,51,4,124425.99,1,No,No,118545.49,Yes,0.8854,High
15769246,Germany,Male,59,2,135078.41,1,Yes,No,187636.06,Yes,0.8854,High
15637476,Germany,Female,57,5,162448.69,1,No,No,9221.78,Yes,0.8851,High
15580148,Germany,Male,40,5,168286.81,3,Yes,No,20451.99,Yes,0.885,High
15584037,Germany,Male,58,5,106913.43,1,Yes,No,25881,Yes,0.8841,High
15583392,Germany,Male,37,9,135776.36,3,Yes,No,85470.45,Yes,0.8839,High
15679884,France,Male,48,10,78314.63,3,Yes,Yes,103713.93,Yes,0.8837,High
15640852,Germany,Female,39,5,83348.89,3,Yes,No,7953.62,Yes,0.8822,High
15720371,France,Female,51,3,0,1,Yes,No,173989.47,Yes,0.8816,High
15746708,Germany,Male,55,7,119961.48,1,Yes,No,65156.83,Yes,0.8812,High
15592736,Germany,Male,54,5,102994.04,1,Yes,No,176680.16,Yes,0.8812,High
15732266,Germany,Male,53,5,127997.83,1,Yes,No,165378.66,Yes,0.8812,High
15792064,Germany,Male,53,5,114421.55,1,Yes,No,180598.28,Yes,0.8812,High
15743498,Germany,Male,52,9,137755.76,1,Yes,No,163191.99,Yes,0.8812,High
15763108,Germany,Male,53,7,106261.63,1,Yes,No,93629.66,Yes,0.8812,High
15688849,France,Male,48,1,108019.27,3,Yes,Yes,184524.65,Yes,0.8807,High
15767474,France,Female,57,9,0,3,Yes,Yes,169719.35,Yes,0.8804,High
15586674,Spain,Female,58,5,216109.88,1,No,Yes,74176.71,Yes,0.8802,High
15635964,Germany,Male,65,4,120100.41,1,Yes,No,107563.16,Yes,0.88,High
15605059,Germany,Male,63,3,148843.56,1,Yes,No,69414.13,Yes,0.88,High
15772423,Germany,Male,54,8,126418.14,1,Yes,No,134420.75,Yes,0.8796,High
15734202,Germany,Female,52,4,86891.84,1,Yes,No,90877.76,No,0.8794,High
15669664,Germany,Male,54,1,99774.5,1,No,No,4896.11,Yes,0.879,High
15648967,Germany,Female,64,1,169362.43,1,Yes,No,84760.32,Yes,0.8782,High
15781272,France,Male,50,4,149713.61,3,Yes,Yes,124872.42,Yes,0.8778,High
15596761,Germany,Male,60,9,113715.36,1,Yes,No,18424.24,Yes,0.8771,High
15619304,France,Female,42,8,159660.8,3,Yes,No,113931.57,Yes,0.8769,High
15803202,France,Male,51,10,0,1,Yes,Yes,125823.79,Yes,0.8769,High
15613699,France,Female,60,7,73937.02,1,Yes,No,161937.62,Yes,0.8763,High
15724863,Spain,Female,55,4,91893.32,1,Yes,No,144870.28,Yes,0.8752,High
15609824,France,Female,41,7,176845.41,3,Yes,No,166526.26,Yes,0.875,High
15616152,France,Female,47,1,185513.67,1,Yes,No,27438.83,No,0.8749,High
15768451,Germany,Male,40,5,149131.03,3,Yes,Yes,60036.99,Yes,0.8746,High
15812888,France,Male,41,3,0,4,Yes,Yes,197490.39,Yes,0.8746,High
15638607,France,Female,52,2,0,1,Yes,No,137332.37,Yes,0.8741,High
15707637,France,Female,56,1,0,1,Yes,No,13228.93,Yes,0.8737,High
15571869,Germany,Female,50,4,112650.89,1,No,No,166386.22,Yes,0.8727,High
15727811,Germany,Female,47,0,109493.62,1,No,No,188324.01,Yes,0.8727,High
15595592,France,Female,59,2,0,1,Yes,No,179673.11,Yes,0.8725,High
15791321,Spain,Female,58,4,0,1,Yes,No,176036.01,No,0.8725,High
15608528,France,Female,68,9,0,4,Yes,Yes,176353.87,Yes,0.8723,High
15623314,Germany,Female,59,3,190353.08,1,Yes,No,78365.75,No,0.8722,High
15684868,Germany,Male,56,9,110993.79,1,Yes,No,134396.64,Yes,0.8721,High
15651533,Germany,Female,50,5,129293.74,1,Yes,No,177805.44,Yes,0.8719,High
15806027,France,Female,52,9,0,1,Yes,No,175149.2,Yes,0.8717,High
15713440,Germany,Female,21,1,151701.45,3,Yes,Yes,170138.68,Yes,0.871,High
15612525,France,Female,57,1,0,1,No,No,131372.38,Yes,0.8706,High
15657809,France,Male,55,10,106415.57,3,Yes,Yes,122960.98,Yes,0.8704,High
15625080,Spain,Female,54,8,0,1,Yes,No,173912.29,Yes,0.87,High
15718465,Germany,Male,51,3,96891.46,1,Yes,No,176403.33,Yes,0.8682,High
15608344,Germany,Female,29,7,137059.05,3,Yes,No,102975.72,Yes,0.8679,High
15754577,France,Female,51,8,61354.14,1,Yes,No,198810.65,Yes,0.8672,High
15569249,France,Female,55,6,44582.07,3,No,Yes,67539.85,Yes,0.8672,High
15658982,Germany,Female,28,5,122034.4,3,No,Yes,146663.43,Yes,0.8665,High
15578603,Germany,Female,54,1,77354.37,1,No,No,138192.98,Yes,0.8661,High
15671534,Germany,Female,57,6,90212,1,Yes,No,13911.27,Yes,0.8649,High
15785367,France,Female,56,4,0,1,No,No,84383.22,Yes,0.8647,High
15578787,France,Female,52,4,0,1,Yes,No,90964.54,Yes,0.8647,High
15658067,Germany,Female,48,3,120568.41,1,Yes,No,190160.04,Yes,0.8639,High
15730044,Germany,Female,42,6,64497.94,3,No,Yes,182436.81,Yes,0.8636,High
15704284,Germany,Male,57,9,95295.39,1,Yes,No,28434.44,Yes,0.8632,High
15571059,France,Female,54,3,0,1,Yes,No,130805.54,Yes,0.8629,High
15806570,France,Female,53,4,0,1,Yes,No,77203.72,Yes,0.8629,High
15686242,France,Female,57,4,0,1,No,No,85876.67,Yes,0.8629,High
15751561,Germany,Male,61,7,102453.26,1,Yes,No,187247.56,Yes,0.8626,High
15663410,Spain,Male,51,5,135506.58,3,Yes,Yes,152479.64,Yes,0.8625,High
15809320,Spain,Female,52,0,0,1,Yes,No,31726.76,Yes,0.86240000000000006,High
15804721,France,Male,49,0,191808.73,1,No,No,97640.2,No,0.8613,High
15689786,Germany,Male,56,1,169743.83,1,No,No,155850.4,Yes,0.8603,High
15743490,Germany,Female,56,9,94348.94,1,Yes,No,29239.29,Yes,0.8602,High
15672432,France,Female,53,4,0,1,Yes,No,5408.74,Yes,0.8601,High
15704987,France,Female,52,8,49113.75,1,Yes,No,41858.43,No,0.8589,High
